Step,Create Contribution On-Chain,Create Contribution Off-Chain,Assign Contribution On-Chain,Assign Contribution Off-Chain,Update Coordinates On-Chain,Update Coordinates Off-Chain,Review Contribution On-Chain,Review Contribution Off-Chain,ZKP Contracts On-Chain,ZKP Contracts Off-Chain,Total Time
506,16,0,18,0,13,172,86,162,18,3286,3777
507,16,0,18,0,12,174,82,162,22,3549,4040
508,14,0,19,0,13,173,84,159,29,3547,4049
509,15,0,20,0,21,222,96,175,29,3718,4302
510,14,0,26,0,16,186,83,168,21,3236,3755
511,18,0,18,0,16,181,88,163,22,3196,3707
512,14,1,20,0,15,175,81,160,29,4560,5060
513,16,0,19,0,15,178,82,168,22,3349,3857
514,14,0,17,0,17,172,81,164,22,3302,3797
515,16,1,17,0,13,174,91,164,24,3263,3767
516,16,0,19,0,14,173,84,165,26,3458,3956
517,15,0,19,0,13,176,92,165,28,3260,3772
518,14,0,20,0,14,177,100,172,24,3236,3761
519,15,0,18,0,15,181,104,163,19,3327,3847
520,15,0,19,0,13,178,93,190,21,3259,3791
521,16,0,19,0,15,176,92,189,23,3414,3949
522,13,0,18,0,19,179,86,192,22,3317,3852
523,17,0,18,0,16,189,82,172,28,3252,3777
524,19,0,18,0,17,189,95,183,26,3315,3865
525,16,0,19,0,15,191,82,166,21,3269,3781
526,15,0,18,0,15,188,86,184,24,3572,4107
527,14,0,19,0,15,170,87,173,28,3494,4003
528,15,0,17,0,16,181,87,165,22,3805,4311
529,27,0,29,0,23,417,83,204,27,3877,4697
530,17,1,22,0,21,207,97,216,28,4019,4629
531,16,0,24,0,16,199,92,239,25,3477,4094
532,22,0,20,0,17,191,79,169,23,3273,3796
533,18,0,21,0,13,180,89,171,21,3226,3743
534,26,0,23,0,17,185,86,170,20,3220,3750
535,19,0,34,0,13,198,82,175,23,3447,3998
536,14,1,17,0,16,180,87,166,20,3181,3686
537,15,0,18,0,17,180,86,174,20,3289,3801
538,15,0,17,0,17,183,93,174,23,3356,3881
539,18,0,20,0,15,181,87,180,23,3295,3823
540,15,1,16,0,16,179,89,171,31,3577,4099
541,19,0,18,0,16,186,90,210,25,3236,3803
542,16,0,17,0,17,187,86,211,23,3228,3785
543,19,0,19,0,16,195,87,183,22,3260,3805
544,15,0,17,0,16,181,80,200,20,3281,3813
545,16,0,18,0,15,182,82,214,20,3457,4007
546,19,0,20,0,13,211,80,174,21,3232,3774
547,17,0,18,0,17,206,83,174,27,3340,3885
548,22,0,22,0,17,210,86,177,26,3228,3796
549,25,0,22,0,15,190,93,176,21,3223,3768
550,17,0,24,0,15,184,86,177,24,3512,4046
551,15,0,17,0,15,191,80,179,31,3949,4480
552,17,1,21,0,22,215,92,212,27,3723,4332
553,17,0,21,0,12,202,94,192,21,3319,3881
554,18,0,19,0,13,182,80,180,25,3382,3905
555,13,1,18,0,16,184,84,196,27,3886,4429
556,14,0,20,0,20,194,89,231,23,3452,4049
557,13,0,20,0,17,191,99,182,31,3323,3881
558,15,1,21,0,12,185,121,191,25,3323,3901
559,18,1,18,0,12,183,91,193,23,3327,3869
560,13,0,20,0,17,187,83,190,22,3322,3861
561,18,0,22,0,20,211,79,179,25,3260,3820
562,23,0,21,0,14,405,82,182,22,3292,4044
563,12,0,18,0,13,186,84,189,31,3248,3783
564,16,0,22,0,15,187,81,181,23,3309,3839
565,14,0,23,0,15,185,84,182,23,3310,3840
566,16,0,20,0,15,187,82,183,30,3486,4022
567,36,0,38,0,61,734,134,537,33,3986,5563
568,16,0,22,0,15,207,92,270,30,5782,6440
569,17,0,23,0,15,197,88,194,30,3557,4125
570,15,0,22,0,17,192,95,269,20,4623,5257
571,17,0,21,0,17,208,97,202,33,4032,4633
572,30,1,31,0,18,209,93,191,36,3728,4341
573,16,0,24,0,19,193,113,217,23,3521,4129
574,18,1,26,0,15,207,88,194,24,3553,4130
575,15,0,18,0,21,280,102,207,23,3608,4280
576,16,0,22,0,18,251,93,197,24,3471,4094
577,17,0,20,0,15,200,85,203,23,3607,4176
578,18,0,23,0,53,322,108,250,40,4570,5389
579,19,0,23,0,28,271,91,315,35,4881,5668
580,49,0,26,0,23,244,116,314,42,5139,5959
581,18,1,22,0,23,239,132,237,24,4706,5416
582,22,0,27,0,21,346,120,288,36,5393,6257
583,29,1,37,0,18,237,92,224,35,4513,5194
584,16,0,22,0,19,302,167,293,26,4762,5616
585,23,0,28,0,18,225,144,245,27,4448,5166
586,30,0,27,0,19,268,123,282,25,3602,4384
587,17,0,19,0,14,198,105,289,26,3938,4607
588,14,0,18,0,15,206,95,199,21,3896,4471
589,20,0,23,0,18,250,124,228,25,4353,5047
590,22,0,22,0,29,228,98,232,23,3634,4296
591,16,0,24,0,17,217,92,209,24,3685,4290
592,18,0,24,0,13,263,83,197,25,3376,4007
593,17,0,17,0,15,198,85,202,27,4078,4642
594,17,0,22,0,15,226,86,223,24,4374,4992
595,22,0,30,0,35,252,107,257,22,4703,5435
596,27,0,25,0,19,273,109,227,31,4755,5479
597,38,0,49,0,13,275,89,509,23,5713,6723
598,58,0,23,0,59,266,149,262,43,5703,6572
599,22,0,29,0,18,351,113,234,30,5071,5875
600,26,0,62,0,19,471,112,381,25,5623,6731
601,95,0,27,0,20,295,109,357,21,4542,5471
602,27,0,21,0,17,241,162,241,25,4901,5641
603,15,1,21,0,19,252,218,329,26,4928,5816
604,23,0,24,0,17,330,109,262,22,6394,7189
605,34,0,62,0,19,642,238,483,24,5043,6559
606,17,0,23,0,20,267,140,434,27,4185,5119
607,26,0,24,0,15,230,101,245,34,4659,5341
608,16,1,22,0,21,279,104,240,112,9355,10155
609,70,0,19,0,14,251,24,228,26,3828,4464
610,17,0,31,0,17,223,138,212,23,4995,5691
611,79,0,56,0,24,599,99,284,23,4486,5701
612,15,1,23,0,33,213,92,220,23,3903,4532
613,22,0,21,0,18,221,95,224,24,3834,4463
614,22,0,24,0,21,281,103,258,27,3985,4731
615,54,1,32,0,18,341,86,221,31,6172,6966
616,23,0,26,0,29,279,111,265,25,4399,5164
617,28,0,27,0,17,289,127,251,29,4184,4954
618,46,0,24,0,16,238,87,220,30,3914,4581
619,23,1,21,0,25,291,108,258,25,4336,5095
620,28,0,25,0,19,264,107,281,59,4789,5575
621,15,0,22,0,15,216,93,220,32,5480,6100
622,16,0,22,0,18,254,112,279,25,3883,4613
623,16,0,20,0,18,224,87,260,25,4086,4742
624,15,0,23,0,20,224,88,238,28,5022,5664
625,17,0,133,0,20,292,97,236,22,4128,4951
626,13,1,19,0,15,280,98,214,28,3811,4485
627,16,0,23,0,16,204,106,243,21,3480,4109
628,17,1,26,0,12,216,90,208,21,3611,4207
629,15,1,21,0,16,217,122,310,26,3461,4191
630,13,1,22,0,16,248,88,211,18,3404,4023
631,17,0,19,0,15,211,92,208,20,3466,4055
632,14,0,19,0,16,209,90,219,20,3342,3932
633,14,0,21,0,17,220,90,223,20,3583,4192
634,14,0,21,0,13,216,83,210,21,3430,4013
635,18,0,20,0,16,211,117,408,21,3514,4328
636,19,1,24,0,16,213,91,209,30,4169,4775
637,16,0,22,0,56,412,135,336,27,4625,5654
638,19,0,23,0,15,223,105,229,24,3809,4452
639,16,0,18,0,20,250,85,215,22,7696,8328
640,21,0,27,0,13,230,97,289,21,4028,4732
641,24,0,25,0,14,252,88,220,21,3767,4417
642,14,0,37,0,17,230,118,232,81,4604,5338
643,76,0,44,0,17,285,105,286,22,4078,4920
644,20,0,21,0,15,224,99,233,29,3777,4425
645,15,0,28,0,18,256,91,218,21,3806,4457
646,19,0,21,0,15,232,83,284,23,3811,4494
647,23,0,22,0,17,235,104,235,27,3655,4325
648,30,0,25,0,17,241,86,237,21,3662,4325
649,36,0,29,0,21,256,97,415,20,3675,4554
650,15,0,23,0,17,213,91,224,20,3506,4114
651,16,0,20,0,15,222,88,221,22,6179,6791
652,29,0,27,0,18,275,120,317,30,12050,12871
653,163,0,44,0,24,590,136,605,28,10897,12497
654,26,0,31,0,19,300,113,254,21,5245,6017
655,121,0,22,0,25,1104,108,324,31,4455,6197
656,18,0,23,0,17,249,97,239,38,7896,8585
657,48,0,34,0,32,634,202,478,43,13608,15086
658,33,1,31,0,20,460,136,343,61,9040,10126
659,18,1,23,0,17,255,89,226,26,3961,4621
660,71,0,118,0,27,2001,144,1526,45,6600,10573
661,26,0,28,0,20,300,85,247,24,4263,4998
662,32,0,27,0,19,262,145,300,29,5060,5883
663,28,1,23,0,15,277,98,323,21,6760,7552
664,23,1,22,0,23,237,118,257,36,7108,7831
665,37,1,24,0,17,346,107,301,26,4062,4927
666,28,0,21,0,14,244,93,229,25,3989,4653
667,14,0,23,0,26,274,22,248,27,3794,4458
668,19,0,26,0,21,932,267,453,39,8113,9878
669,27,0,26,0,21,308,107,314,25,4045,4878
670,199,0,21,0,17,261,95,230,26,3813,4668
671,20,0,21,0,18,256,95,249,30,3805,4498
672,24,0,19,0,18,249,96,251,26,3813,4501
673,21,0,20,0,17,236,107,244,23,3979,4652
674,19,0,19,0,18,251,102,517,35,6764,7730
675,25,0,30,0,53,284,29,346,29,4363,5220
676,18,0,45,0,94,242,28,252,24,5818,6540
677,22,0,22,0,101,301,32,315,40,4654,5497
678,21,0,26,0,110,321,31,288,23,3847,4675
679,14,0,24,0,64,306,29,266,29,3776,4516
680,18,0,27,0,19,236,29,290,25,4037,4720
681,19,0,19,0,58,279,26,276,30,4010,4753
682,19,0,20,0,44,244,27,262,34,3948,4657
683,16,0,22,0,30,248,25,292,25,3810,4476
684,13,0,18,0,32,236,23,279,26,3924,4565
685,14,0,23,0,86,234,27,237,28,3725,4379
686,12,1,19,0,86,262,25,234,32,3846,4523
687,18,0,28,0,87,249,24,234,24,3927,4599
688,19,0,20,0,19,273,27,270,30,3831,4523
689,13,0,23,0,93,226,26,235,27,3526,4175
690,15,1,21,0,17,238,27,239,25,3412,4055
691,14,0,20,0,88,229,26,225,32,3473,4113
692,16,0,18,0,18,232,25,270,24,3393,4032
693,16,0,19,0,17,234,26,282,28,3816,4455
694,17,0,23,0,93,240,25,233,25,3552,4214
695,20,0,22,0,97,251,35,251,30,3957,4665
696,17,0,21,0,100,261,25,339,29,3521,4315
697,38,1,27,0,171,322,21,235,25,4320,5164
698,18,0,20,0,80,231,27,232,26,3661,4300
699,36,0,33,0,93,245,24,287,24,3615,4359
700,15,0,18,0,60,234,27,251,25,3513,4186
701,14,1,18,0,86,231,21,235,128,4270,5015
702,25,0,21,0,120,294,30,443,38,7616,8595
703,17,0,52,0,116,808,30,560,32,4725,6345
704,14,0,20,0,86,246,24,250,25,3675,4343
705,17,1,28,0,101,297,22,258,23,4452,5202
706,14,0,22,0,84,258,42,269,34,3705,4430
707,15,0,22,0,83,260,21,259,25,3720,4411
708,13,0,21,0,94,244,24,256,29,3725,4410
709,13,0,21,0,164,280,24,250,24,4131,4912
710,16,0,24,0,88,240,23,252,25,3887,4556
711,18,0,31,0,90,288,23,251,26,4421,5152
712,19,0,29,0,130,302,29,268,28,5120,5930
713,22,0,24,0,130,566,40,336,31,6411,7572
714,14,1,23,0,106,460,43,454,24,5345,6479
715,23,0,30,0,99,301,25,282,27,4507,5300
716,16,0,21,0,84,259,24,486,27,3712,4639
717,16,0,22,0,91,244,38,254,35,3827,4531
718,14,0,21,0,90,256,22,260,31,3665,4364
719,15,0,24,0,95,316,23,254,27,3886,4646
720,15,0,19,0,75,321,27,259,32,3931,4685
721,15,0,22,0,82,257,26,254,28,3765,4455
722,15,1,20,0,87,258,23,252,26,3975,4661
723,16,0,19,0,94,260,21,249,26,3903,4596
724,16,0,25,0,92,252,24,257,22,3782,4474
725,15,0,19,0,82,247,23,264,26,3691,4372
726,14,0,28,0,85,302,25,249,23,3561,4300
727,14,0,20,0,82,396,22,247,26,3635,4448
728,14,1,18,0,92,242,29,262,29,4242,4934
729,19,0,20,0,103,285,34,349,29,10223,11069
730,24,0,35,0,196,695,35,659,26,6098,7835
731,60,0,50,0,121,448,30,369,28,4062,5174
732,15,0,20,0,89,259,26,501,27,5054,5995
733,68,0,55,0,118,391,36,461,36,5744,6914
734,23,0,45,0,121,333,23,495,50,5809,6905
735,16,0,22,0,117,422,29,302,28,4606,5543
736,17,0,20,0,86,264,27,277,29,4103,4829
737,18,0,23,0,122,392,23,307,36,5191,6118
738,16,0,19,0,96,272,45,269,39,6065,6828
739,22,1,31,0,159,591,39,359,33,5863,7105
740,20,0,26,0,105,407,37,545,23,5201,6373
741,33,3,56,0,208,504,36,470,33,7123,8480
742,27,0,58,0,151,906,32,417,23,6019,7639
743,21,0,22,0,98,269,24,273,29,3687,4428
744,16,1,22,0,86,315,22,446,25,4027,4963
745,16,0,20,0,92,276,36,272,27,4618,5361
746,86,0,31,0,229,680,30,296,23,4409,5791
747,17,0,20,0,91,268,37,286,38,3750,4511
748,16,0,18,0,95,263,21,256,27,3746,4446
749,19,0,23,0,82,293,22,268,27,4537,5278
750,14,0,19,0,83,276,22,283,26,4271,5001
751,18,1,20,0,95,278,22,270,49,4001,4759
752,14,0,40,0,100,293,24,276,32,3749,4533
753,25,0,25,0,89,268,24,253,34,5188,5911
754,18,1,22,0,241,371,24,464,34,4827,6005
755,17,0,19,0,88,390,23,273,21,4303,5140
756,15,0,20,0,90,276,24,290,39,5187,5945
757,22,1,22,0,120,477,27,326,37,5351,6388
758,19,0,23,0,99,278,25,503,26,3833,4809
759,15,0,19,0,79,285,24,281,34,3894,4635
760,17,0,21,0,99,276,26,278,26,3718,4461
761,13,0,24,0,88,263,24,267,66,4299,5045
762,14,0,23,0,90,303,22,263,28,4182,4937
763,15,0,19,0,102,282,24,290,35,4306,5077
764,15,0,33,0,91,322,33,269,54,3979,4800
765,16,0,18,0,87,272,24,256,29,4309,5016
766,14,0,22,0,98,281,32,284,32,4547,5313
767,21,0,26,0,84,291,25,266,31,3961,4713
768,15,0,21,0,91,289,25,282,30,4147,4904
769,18,0,20,0,100,296,23,278,28,4076,4845
770,19,1,22,0,100,281,23,263,31,3747,4491
771,14,0,22,0,103,322,24,264,32,3902,4687
772,16,0,20,0,85,289,30,278,36,5700,6459
773,19,0,102,0,145,607,135,1161,254,10184,12624
774,266,0,36,0,16,477,201,330,34,15809,17194
775,15,0,34,0,211,377,78,500,28,5188,6435
776,14,0,20,0,95,272,25,264,27,3989,4712
777,13,0,18,0,90,262,26,261,27,3645,4347
778,16,0,20,0,110,319,23,299,40,12158,12990
779,24,1,29,0,118,385,27,360,28,5002,5983
780,32,0,22,0,120,298,23,281,27,3948,4755
781,23,0,32,0,93,320,26,277,30,4083,4888
782,22,0,29,0,98,290,24,319,36,4450,5269
783,18,0,25,0,108,334,27,296,58,4796,5667
784,23,1,29,0,119,408,27,356,38,5330,6342
785,27,1,31,0,113,403,52,323,37,4551,5548
786,19,0,22,0,90,312,24,272,26,4058,4830
787,17,0,26,0,97,324,23,307,26,4156,4983
788,22,0,21,0,96,301,35,286,27,4148,4944
789,23,0,29,0,111,294,26,281,28,4388,5185
790,28,0,23,0,98,301,24,287,22,4242,5031
791,36,0,27,0,159,312,25,289,86,10303,11241
792,29,1,27,0,231,377,27,439,26,4588,5752
793,17,0,23,0,97,298,24,286,34,4242,5027
794,22,0,22,0,196,378,25,307,27,5215,6200
795,16,0,21,0,85,291,28,291,41,3969,4748
796,16,0,23,0,89,340,23,282,45,4891,5715
797,120,0,40,0,120,415,52,434,57,7648,8897
798,72,1,29,0,216,631,46,595,39,6949,8591
799,30,0,61,0,135,590,47,558,35,5663,7128
800,22,0,24,0,88,287,31,310,22,4508,5300
801,19,0,24,0,225,454,36,402,34,6328,7525
802,16,1,23,0,83,402,26,348,27,4999,5934
803,42,0,32,0,200,472,179,620,25,6029,7603
804,18,0,42,0,227,597,24,311,32,5243,6497
805,23,0,39,0,130,358,58,371,63,5588,6636
806,18,0,38,0,163,418,27,315,36,5389,6414
807,27,0,23,0,125,458,32,363,27,4806,5871
808,17,0,29,0,108,332,48,493,39,4279,5352
809,14,0,19,0,93,323,26,286,23,4201,4992
810,14,0,23,0,392,379,34,744,26,7377,8998
811,22,1,29,0,126,494,43,345,26,4836,5926
812,21,1,37,0,98,320,29,294,55,4344,5204
813,17,0,22,0,109,333,31,587,26,5392,6523
814,16,0,23,0,138,415,150,668,30,5686,7146
815,20,0,23,0,106,332,31,334,26,6273,7160
816,19,1,32,0,177,457,50,600,31,5370,6749
817,19,0,25,0,112,839,107,464,24,5733,7332
818,16,1,19,0,144,369,30,378,31,6469,7472
819,14,1,50,0,132,464,33,439,29,8418,9586
820,14,0,20,0,109,347,31,306,30,4131,4994
821,34,0,30,0,251,396,32,348,25,4578,5702
822,13,1,21,0,111,324,41,391,31,9194,10133
823,47,0,34,0,130,807,39,406,37,6266,7776
824,22,0,22,0,120,338,30,301,26,4451,5322
825,16,1,23,0,93,288,32,339,28,4181,5006
826,18,0,28,0,100,345,27,308,28,4303,5162
827,17,0,29,0,105,347,33,333,33,4398,5300
828,19,1,24,0,98,340,36,331,40,9843,10737
829,24,1,32,0,127,428,32,331,25,4705,5713
830,17,0,21,0,100,312,26,286,41,4182,4993
831,17,0,23,0,106,350,28,309,27,4132,4997
832,21,0,24,0,95,304,25,327,28,4082,4909
833,18,0,23,0,114,345,27,305,26,3950,4811
834,21,1,178,0,89,364,24,282,30,4342,5333
835,14,0,25,0,102,319,27,399,47,4662,5601
836,30,0,29,0,114,454,44,355,33,5997,7063
837,20,0,31,1,168,398,31,365,30,4417,5465
838,15,0,20,0,97,300,33,310,29,4365,5175
839,16,0,19,0,97,358,28,300,28,3912,4764
840,18,1,39,0,98,321,27,322,26,4451,5310
841,15,0,23,0,113,365,30,325,38,4026,4942
842,15,0,21,0,98,297,25,286,32,4001,4783
843,16,0,22,0,95,315,26,318,28,3966,4789
844,18,0,23,0,93,306,24,301,49,4216,5031
845,14,0,21,0,97,354,27,294,40,3837,4688
846,13,1,29,0,102,342,28,291,45,3763,4627
847,13,0,21,0,91,328,24,291,29,3755,4556
848,14,0,19,0,89,328,26,296,28,4164,4968
849,18,0,24,0,99,329,66,309,34,4119,4999
850,16,0,21,0,121,316,29,285,29,3941,4764
851,15,0,20,0,89,363,28,300,27,4293,5139
852,21,0,34,0,166,427,34,376,44,5140,6248
853,19,0,28,0,119,412,34,543,30,4437,5625
854,15,0,23,0,84,319,48,303,23,4230,5051
855,17,1,21,0,93,354,25,288,33,4231,5068
856,17,0,28,0,100,325,43,334,30,4182,5065
857,18,0,23,0,95,343,27,294,31,4319,5152
858,16,0,22,0,107,324,30,332,29,4261,5126
859,17,0,22,0,105,361,26,298,31,3910,4773
860,25,0,23,0,106,331,31,306,23,4149,4999
861,17,0,21,0,82,334,27,305,26,3984,4805
862,19,0,21,0,90,343,27,290,22,4248,5070
863,15,1,22,0,107,321,44,311,25,4207,5066
864,20,1,24,0,89,347,26,285,29,4385,5210
865,16,0,24,0,98,334,44,312,27,4312,5170
866,17,0,19,0,98,406,31,319,28,4409,5335
867,15,0,22,0,106,323,28,311,21,3916,4748
868,20,0,24,0,102,409,36,419,34,5042,6091
869,28,1,23,0,184,411,38,364,27,4710,5797
870,19,0,23,0,112,356,28,309,25,4338,5219
871,232,0,22,0,87,441,28,373,28,4727,5943
872,15,0,19,0,110,319,25,294,33,5472,6295
873,31,0,45,0,163,559,52,483,25,4745,6116
874,15,0,20,0,97,396,28,294,25,4152,5031
875,20,0,21,0,91,343,27,592,31,9326,10461
876,120,0,53,0,131,884,129,558,30,5770,7690
877,24,0,26,0,132,385,25,328,31,4099,5052
878,20,0,19,0,94,370,23,300,25,4283,5146
879,15,0,23,0,115,350,27,309,33,4047,4926
880,19,0,20,0,97,356,28,310,27,4148,5010
881,19,0,20,0,95,335,30,356,32,12690,13582
882,51,0,61,0,137,1320,47,850,34,7850,10357
883,32,0,24,0,171,458,31,428,29,4261,5444
884,21,0,22,0,152,374,40,422,30,4492,5561
885,16,0,22,0,105,383,28,329,26,4425,5341
886,16,0,44,0,99,335,27,330,32,5037,5925
887,48,0,25,0,236,488,42,532,37,6833,8244
888,26,1,44,0,148,586,26,356,35,6778,8004
889,21,0,24,0,122,366,49,371,32,5926,6921
890,14,0,21,0,117,561,29,389,27,5927,7095
891,14,0,25,0,100,372,32,367,32,4251,5198
892,13,0,19,0,118,458,23,315,44,5246,6241
893,20,1,28,0,118,537,27,403,38,6120,7294
894,23,1,32,0,102,562,38,752,27,4363,5907
895,15,0,25,0,88,349,25,341,28,4135,5010
896,17,0,18,0,89,457,24,297,35,4846,5787
897,16,0,23,0,96,359,27,332,30,4551,5440
898,19,0,24,0,118,380,26,320,37,6471,7399
899,23,0,23,0,131,503,29,382,24,5372,6493
900,17,0,26,0,139,384,29,349,24,4739,5713
901,20,1,27,0,94,377,29,338,31,4450,5370
902,21,0,22,0,99,348,27,351,35,4124,5030
903,15,0,23,0,101,320,24,299,28,4238,5055
904,19,0,19,0,98,346,25,336,28,4082,4960
905,16,0,22,0,93,378,24,304,31,4711,5583
906,18,0,22,0,111,366,25,317,29,4183,5076
907,22,0,23,0,115,406,26,429,42,7114,8184
908,25,0,26,0,140,927,32,467,35,5557,7219
909,37,0,32,0,106,493,25,381,33,5875,6991
910,25,0,25,0,143,360,59,391,70,8331,9416
911,119,0,36,0,109,674,30,437,130,4159,5708
912,17,0,22,0,84,332,25,303,32,5884,6702
913,21,0,21,0,49,364,26,378,31,5075,5971
914,16,0,23,0,144,337,24,482,33,5928,6993
915,18,1,31,0,198,740,34,400,27,4948,6412
916,23,0,25,0,90,373,28,325,43,6111,7024
917,22,1,31,0,104,428,26,335,31,6595,7583
918,55,0,37,0,112,469,51,402,36,6593,7763
919,26,1,27,0,142,480,33,570,38,7472,8793
920,28,0,36,0,113,479,61,787,32,7364,8907
921,18,0,21,0,146,341,36,406,28,5769,6769
922,18,0,20,0,94,471,26,346,35,4847,5863
923,15,1,20,0,104,343,120,409,35,4463,5515
924,28,0,29,0,108,393,31,387,34,6174,7192
925,19,0,22,0,103,413,39,778,27,7745,9153
926,107,0,32,0,142,450,39,567,29,5291,6664
927,21,0,23,0,153,442,23,649,38,6316,7668
928,22,0,24,0,135,734,38,359,38,6391,7750
929,22,0,32,0,151,639,50,455,38,8167,9563
930,55,0,55,0,257,708,65,549,48,9056,10865
931,102,0,48,0,225,665,30,453,33,6532,8092
932,22,0,26,0,111,482,35,380,60,6282,7407
933,41,0,47,0,111,517,39,452,50,6421,7682
934,21,1,25,0,225,730,26,419,31,4237,5720
935,17,0,23,0,164,459,35,485,34,4731,5954
936,30,0,25,0,99,387,30,360,27,4366,5334
937,16,0,22,0,95,430,44,331,28,4235,5208
938,20,0,22,0,126,666,26,521,25,4122,5533
939,16,0,21,0,111,480,27,338,29,4030,5054
940,17,0,27,0,140,378,27,651,35,4338,5617
941,16,1,19,0,134,361,25,365,46,4129,5101
942,23,0,28,0,133,428,32,458,41,5403,6553
943,20,0,26,0,149,453,24,574,34,8847,10136
944,29,0,32,0,168,558,28,383,43,5165,6412
945,19,1,23,0,95,363,33,359,33,4723,5654
946,22,0,27,0,109,384,27,402,30,4362,5369
947,25,0,25,0,117,356,29,379,32,8822,9793
948,34,0,27,0,147,687,27,394,29,5249,6597
949,18,1,23,0,94,399,23,324,31,4117,5035
950,24,0,23,0,102,363,30,361,28,4180,5113
951,21,0,20,0,100,405,26,338,26,4367,5312
952,19,1,23,0,104,362,25,364,24,4111,5038
953,16,1,26,0,112,394,29,331,33,4142,5090
954,15,1,30,0,124,370,25,353,28,4539,5487
955,18,1,27,0,117,492,35,395,27,5619,6738
956,73,0,34,0,123,454,42,500,24,4555,5813
957,15,0,21,0,88,343,42,326,24,4106,4972
958,16,0,22,0,133,352,24,358,25,4330,5266
959,15,1,21,0,96,362,30,390,24,4191,5136
960,22,0,28,0,101,471,26,371,35,4974,6036
961,18,0,26,0,118,388,26,362,28,4402,5371
962,16,0,22,0,134,360,23,349,28,4100,5038
963,17,0,35,0,103,394,25,344,26,4240,5191
964,17,0,22,0,118,390,24,389,29,4133,5131
965,16,0,26,0,109,367,23,431,26,4128,5128
966,34,0,26,0,97,374,25,343,32,4344,5279
967,16,0,24,0,94,416,23,327,65,4041,5008
968,16,0,22,0,97,365,36,360,35,4636,5569
969,20,0,21,0,79,379,25,387,27,4166,5112
970,16,0,22,0,113,415,29,371,32,5261,6260
971,22,0,27,0,117,467,30,370,29,5375,6444
972,19,0,20,0,127,365,24,357,29,4191,5135
973,17,0,22,0,96,364,27,415,32,4456,5434
974,17,0,24,0,97,364,25,356,23,4299,5212
975,16,0,23,0,108,390,28,364,25,4766,5723
976,25,0,25,0,87,351,27,332,86,4719,5657
977,20,0,22,0,104,371,36,447,74,5240,6320
978,33,0,33,0,171,531,31,502,36,4608,5957
979,14,0,21,0,93,357,42,347,26,4485,5391
980,33,0,24,0,97,363,27,354,28,4171,5106
981,18,1,24,0,119,390,23,349,52,6464,7443
982,33,0,73,0,120,844,32,449,25,6222,7823
983,22,1,25,0,160,452,53,863,50,7291,8945
984,25,0,32,0,155,733,33,527,47,11549,13122
985,30,0,42,0,123,729,52,830,34,9575,11426
986,19,1,22,0,113,479,36,383,34,5524,6614
987,20,0,29,0,112,1042,31,469,40,5348,7102
988,17,0,22,0,107,432,48,459,27,5706,6823
989,18,0,21,0,134,426,33,471,24,4125,5292
990,20,0,23,0,111,370,28,375,29,4522,5484
991,18,0,21,0,103,378,29,367,27,4007,4955
992,15,0,20,0,88,382,29,345,32,4275,5193
993,17,0,19,0,112,370,32,368,28,4382,5338
994,16,0,21,0,101,367,28,352,27,4268,5190
995,33,0,23,0,99,363,27,336,44,5011,5940
996,21,0,24,0,112,533,30,400,26,5096,6256
997,16,0,21,0,110,574,29,401,26,4110,5295
998,37,0,23,0,100,374,33,362,26,4800,5758
999,21,0,23,0,91,392,31,396,40,5092,6094
1000,15,1,21,0,94,429,28,342,31,4386,5354
1001,19,0,19,0,110,432,29,367,33,4118,5136
1002,16,0,22,0,96,359,30,383,26,4091,5028
1003,13,1,20,0,95,383,27,340,23,4308,5218
1004,17,0,20,0,89,366,30,410,31,4094,5065
1005,18,1,21,0,91,397,27,362,25,4404,5351
1006,14,0,22,0,100,442,33,360,26,4486,5490
1007,14,1,22,0,100,380,26,371,51,4111,5078
1008,14,1,21,0,95,369,27,354,29,4165,5082
1009,15,0,28,0,98,403,28,348,24,4156,5106
1010,17,0,20,0,98,374,27,376,34,4772,5726
1011,21,0,31,0,121,517,36,440,31,5398,6603
1012,16,0,25,0,99,425,25,376,27,4208,5207
1013,14,0,20,0,108,354,26,371,29,4502,5428
1014,15,0,22,0,275,2039,39,1773,135,8427,12733
1015,37,1,41,0,137,1105,50,978,42,8185,10705
1016,28,0,29,0,190,743,185,576,45,5958,7763
1017,20,0,25,0,134,571,30,428,162,5834,7210
1018,21,0,21,0,86,450,72,370,29,5652,6713
1019,36,4,50,0,141,416,30,454,31,5236,6413
1020,17,0,21,0,141,472,35,421,66,6105,7281
1021,18,0,25,0,136,454,28,468,33,7649,8822
1022,22,0,54,0,185,636,131,759,37,7848,9677
1023,20,1,81,0,121,769,55,762,36,7736,9585
1024,18,0,22,0,124,442,37,673,27,5499,6845
1025,16,0,22,0,84,393,24,336,23,4037,4940
1026,15,0,22,0,88,365,27,360,28,4065,4975
1027,13,1,21,0,93,368,27,337,36,4086,4984
1028,14,0,21,0,91,353,27,344,27,4229,5112
1029,17,0,21,0,120,361,26,352,26,4000,4926
1030,16,0,22,0,97,353,26,334,23,4213,5090
1031,15,1,22,0,253,361,25,444,28,3913,5066
1032,15,0,20,0,88,360,29,327,36,4188,5067
1033,15,0,22,0,88,372,32,396,23,3925,4876
1034,14,0,21,0,100,405,26,335,147,3976,5027
1035,24,1,21,0,100,417,30,441,45,5564,6655
1036,21,1,24,0,268,885,33,537,27,5868,7672
